Gene_set,Selected,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2021,,metalloendopeptidase activity (GO:0004222),29/82,0.000839413,0.020668122,0,0,2.197360106,15.56347788,ADAMDEC1;ADAMTS12;ADAMTS10;THSD4;ADAMTS4;ADAMTS5;ADAMTS15;ADAMTS2;ADAMTS3;ADAMTSL5;ADAMTS1;ADAMTSL3;ADAMTS18;ADAMTSL2;MMP28;ADAMTS8;ADAMTS9;MME;ECEL1;ADAM33;MMP8;ADAMTS20;MMP12;KEL;MMP16;MMP15;MEP1A;MMP23B;TRABD2B
GO_Molecular_Function_2021,,ligand-gated sodium channel activity (GO:0015280),7/10,0.000861448,0.020668122,0,0,9.347942232,65.96745135,SCNN1G;ASIC4;ASIC5;SHROOM2;ASIC2;ASIC3;ASIC1
GO_Molecular_Function_2021,,solute:sodium symporter activity (GO:0015370),14/30,0.000893417,0.020668122,0,0,3.508780733,24.6332456,SLC34A3;SLC34A2;SLC34A1;SLC4A10;SLC5A1;SLC4A4;SLC4A9;SLC13A5;SLC17A1;SLC28A2;SLC17A2;SLC28A1;SLC17A3;SLC28A3
GO_Molecular_Function_2021,,growth factor receptor binding (GO:0070851),35/105,0.000903819,0.020668122,0,0,2.008827238,14.0796322,IL23R;ITGB3;PDGFA;FGF1;AREG;FGF5;ESM1;EFEMP1;FGF8;IL36A;FGF9;ERBB4;FGF20;AGR2;IL12B;FGF23;FGF22;FAM83B;PDGFRB;IL10;PDGFRA;KL;LINGO1;IL1R1;IL37;VEGFD;EREG;BTC;FGF16;IL3;IL6;EPGN;FGF18;TLR5;FGF10
GO_Molecular_Function_2021,,neuropeptide receptor binding (GO:0071855),10/18,0.000905614,0.020668122,0,0,5.010025063,35.10473205,PYY;GAL;UCN3;UCN2;NPY;GHRH;ASIP;NMU;NTS;SHANK1
GO_Molecular_Function_2021,,heme binding (GO:0020037),31/91,0.001157525,0.025842995,0,0,2.0749979,14.03003921,HBB;HBD;CYP46A1;CYP2C19;CYP19A1;CYP2C18;CYP26B1;HBM;CYP2B6;TDO2;CYP11A1;STC2;CYP1B1;HMOX1;HBQ1;CYP2J2;PTGIS;AMBP;HBG2;HBG1;NOS3;HBE1;HBA1;CYP27A1;CYP2C9;CYP2W1;CYP21A2;CYP11B1;PXDN;CYP1A2;NOX5
GO_Molecular_Function_2021,,transmitter-gated ion channel activity (GO:0022824),15/34,0.001213823,0.026523333,0,0,3.166017302,21.25657697,CHRNA1;GABRA2;GABRB2;GABRB1;GRID2;GABRA4;HTR3E;GRIK3;GRIK4;HTR3A;GRIK2;HTR3B;GABRG1;GLRA2;GABRE
GO_Molecular_Function_2021,,arachidonic acid epoxygenase activity (GO:0008392),9/16,0.001469002,0.03094734,0,0,5.152199592,33.60868383,CYP2J2;CYP4Z1;CYP2C9;CYP2B6;CYP4F2;CYP4A11;CYP2C19;CYP4F12;CYP2C18
GO_Molecular_Function_2021,,ankyrin binding (GO:0030506),10/19,0.001570525,0.03094734,0,0,4.453077137,28.75060301,SPTBN4;CDH1;KCNQ2;SLC4A1;NRCAM;RHAG;FLNC;RHCG;SPTB;RHBG
GO_Molecular_Function_2021,,calcium activated cation channel activity (GO:0005227),10/19,0.001570525,0.03094734,0,0,4.453077137,28.75060301,CCT8L2;ANO1;TMEM63C;KCNMB2;KCNMA1;KCNMB4;PKD2L1;KCNN2;TRPM5;TRPM4
GO_Molecular_Function_2021,,protein tyrosine kinase activity (GO:0004713),35/108,0.001579943,0.03094734,0,0,1.925909931,12.42282536,BLK;ALK;ITK;PKDCC;FLT1;EPHA10;FLT4;EGFR;IGF1R;ERBB3;ERBB4;KDR;ROS1;EPHB3;PDGFRB;NTRK1;PDGFRA;NTRK2;EPHA7;SRMS;MUSK;EPHA8;NTRK3;INSRR;BMX;PTK2;ZAP70;LCK;ROR1;ROR2;MET;FGFR2;FRK;EPHA2;FGFR1
GO_Molecular_Function_2021,,alpha-adrenergic receptor activity (GO:0004936),5/6,0.001597088,0.03094734,0,0,20.02377972,128.9446017,ADRA1D;ADRA2C;ADRA1B;ADRA2B;ADRA2A
GO_Molecular_Function_2021,,gap junction channel activity involved in cell communication by electrical coupling (GO:1903763),5/6,0.001597088,0.03094734,0,0,20.02377972,128.9446017,GJA1;GJB2;GJD3;GJA5;GJB6
GO_Molecular_Function_2021,,serine-type endopeptidase activity (GO:0004252),34/105,0.001855944,0.035297313,0,0,1.923341359,12.09658929,CELA3A;TPSD1;PRSS1;TPSB2;KLK1;TMPRSS4;CD5L;PCSK9;KLK2;PRSS22;PRSS21;DPP4;PRSS3;RHBDL3;TPSAB1;PRSS2;HABP2;ELANE;HGFAC;CELA2B;TPSG1;F10;F11;CELA1;MMP8;PRSS33;TMPRSS13;PRSS12;PRSS54;F7;GZMM;FAP;MASP1;LPA
GO_Molecular_Function_2021,,serine-type peptidase activity (GO:0008236),39/125,0.001954235,0.036490901,0,0,1.821967673,11.36499043,CFD;CELA3A;TPSD1;PRSS1;TPSB2;KLK1;HTRA3;TMPRSS4;CD5L;HTRA1;PCSK9;TMPRSS2;KLK2;PRSS22;PRSS21;DPP4;PRSS3;RHBDL3;TPSAB1;PRSS2;HABP2;ELANE;HGFAC;CELA2B;TPSG1;F10;F11;PRSS16;CELA1;MMP8;PRSS33;TMPRSS13;PRSS12;PRSS54;F7;GZMM;FAP;MASP1;LPA
GO_Molecular_Function_2021,,endopeptidase activity (GO:0004175),84/315,0.002384231,0.043725092,0,0,1.464295663,8.842703859,ADAMDEC1;PRSS1;TPSB2;PCSK9;PRSS22;PRSS21;ADAMTS4;USP17L7;ADAMTS5;USP17L4;UCHL1;ADAMTS2;ADAMTS3;ADAMTSL5;ADAMTS1;USP17L8;ADAMTSL3;ADAMTSL2;MMP28;CTSF;PRSS3;TPSAB1;CTSE;ADAMTS8;PRSS2;ADAMTS9;HABP2;HGFAC;USP6;CELA2B;TPSG1;MME;MMP8;PRSS12;PGC;PRSS54;ADAMTS20;MMP12;ACE2;BACE2;F7;SFRP1;KEL;MMP16;MMP15;MEP1A;MMP23B;MASP1;LPA;TRABD2B;CELA3A;TPSD1;PSMB11;KLK1;HTRA3;TMPRSS4;CD5L;KLK2;ADAMTS12;ADAMTS10;THSD4;PSMA8;DPP4;ADAMTS15;PRSS50;ADAMTS18;RHBDL3;ELANE;F10;USP9Y;ECEL1;F11;ADAM33;CELA1;USP17L10;USP17L2;PRSS33;USP17L3;TMPRSS13;USP17L1;GZMM;FAP;PIP;REN
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)",15/36,0.00243093,0.043799386,0,0,2.864133357,17.24059753,NOS3;CYP4F2;AKR1D1;CYP4A22;CYP4A11;FMO1;MICAL2;FMO2;AKR1C4;CYP46A1;CYP4F11;CYP4F12;CYP27A1;CH25H;CYP26B1
GO_Molecular_Function_2021,,fibroblast growth factor receptor binding (GO:0005104),11/23,0.00248559,0.044012081,0,0,3.674020222,22.03400057,FGF5;KL;FGF16;FGF8;FGF9;FGF18;FGF20;FGF1;FGF23;FGF22;FGF10
GO_Molecular_Function_2021,,olfactory receptor activity (GO:0004984),59/209,0.002573138,0.044790039,0,0,1.581916603,9.432382258,OR7G2;OR11L1;OR10J3;OR1C1;OR14J1;OR5K2;OR5K1;OR2M4;OR51Q1;OR5B12;OR5B2;OR4D1;OR6C70;OR14C36;OR1J4;OR1J2;OR1J1;OR10Z1;OR6X1;OR2AT4;OR10A2;OR8G5;OR6C2;OR14A2;OR52A5;OR1A1;OR51B2;OR6K2;OR1E1;OR52D1;OR1Q1;OR10D3;OR51B6;OR5AN1;OR6C68;OR6B3;OR6B2;OR7D2;OR2A25;OR5AU1;OR6F1;OR51I2;OR1D2;OR14A16;OR5B21;OR5H1;OR14K1;OR6J1;OR1L6;OR51M1;OR5L1;OR1L4;OR1L3;OR1L1;OR6V1;OR6A2;OR13A1;OR2A4;OR5C1
GO_Molecular_Function_2021,,delayed rectifier potassium channel activity (GO:0005251),14/33,0.002750324,0.047076379,0,0,2.95420815,17.41811924,KCNG1;KCNH2;KCNE1;KCNA1;KCNC3;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNQ1;KCNS3;KCNQ2;KCNQ3
GO_Molecular_Function_2021,,calcium channel activity (GO:0005262),28/84,0.002808123,0.047277741,0,0,2.007049345,11.79189464,RYR1;CATSPER1;SLC24A2;RYR2;CACNA1B;PKD1L1;PKD2L1;CACNA1C;PKD1L3;CACNA1E;TRPM1;CACNA1I;CACNG8;NCS1;TRPM8;TRPM5;CACNG4;TRPM4;CACNG5;TMC1;TRPC6;TRPC3;TRPC4;CACNA2D1;CACNA2D3;GRIN1;TRPV4;SLC24A5
GO_Molecular_Function_2021,,sulfotransferase activity (GO:0008146),16/40,0.00290819,0.048172752,0,0,2.673360107,15.61302333,CHST8;CHST6;HS3ST3A1;HS3ST1;SULT2B1;SULT1C2;CHST15;CHST1;GAL3ST2;SULT6B1;CHST4;GAL3ST3;SULT4A1;CHST5;GAL3ST4;CHST3
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen (GO:0016713)",6/9,0.003059297,0.049092151,0,0,8.010515774,46.37744373,CYP11A1;CYP4F2;CYP11B1;CYP4A22;CYP4A11;CYP4F12
GO_Molecular_Function_2021,,protein-glutamine gamma-glutamyltransferase activity (GO:0003810),6/9,0.003059297,0.049092151,0,0,8.010515774,46.37744373,EPB42;TGM7;TGM6;TGM5;TGM3;TGM2
GO_Molecular_Function_2021,,voltage-gated calcium channel activity (GO:0005245),15/37,0.003342031,0.052804091,0,0,2.733774381,15.58573037,CATSPER1;RYR1;TMC1;CACNA2D1;CACNA1B;CACNA2D3;CACNA1C;CACNA1E;CACNA1H;CACNA1G;CACNA1I;CACNG8;NCS1;CACNG4;CACNG5
GO_Molecular_Function_2021,,BMP binding (GO:0036122),7/12,0.003892024,0.060562259,0,0,5.608064112,31.11817108,GREM1;GREM2;BMPR2;UCMA;SOST;GDF5;NBL1
GO_Molecular_Function_2021,,ligand-gated anion channel activity (GO:0099095),9/18,0.004234682,0.063956147,0,0,4.006765222,21.89475677,GABRA2;GABRB2;GLRA1;GABRB1;GLRA2;GABRA4;GABRE;CFTR;GABRG1
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)",9/18,0.004234682,0.063956147,0,0,4.006765222,21.89475677,TDO2;ALOX5;ALOX15;PIR;ALOX12B;CDO1;IDO2;ALOX15B;ALOXE3
GO_Molecular_Function_2021,,N-acetylglucosamine 6-O-sulfotransferase activity (GO:0001517),5/7,0.004664403,0.066532532,0,0,10.01126408,53.73841661,CHST6;CHST1;CHST4;CHST5;CHST3
GO_Molecular_Function_2021,,retinol binding (GO:0019841),5/7,0.004664403,0.066532532,0,0,10.01126408,53.73841661,CYP2W1;CYP27C1;RBP4;RBP3;RBP1
GO_Molecular_Function_2021,,telethonin binding (GO:0031433),5/7,0.004664403,0.066532532,0,0,10.01126408,53.73841661,KCNE1;CSRP3;BMP10;MYOZ1;MYOZ2
GO_Molecular_Function_2021,,vascular endothelial growth factor-activated receptor activity (GO:0005021),5/7,0.004664403,0.066532532,0,0,10.01126408,53.73841661,PDGFRA;NRP2;FLT1;FLT4;KDR
GO_Molecular_Function_2021,,serine-type endopeptidase inhibitor activity (GO:0004867),21/60,0.004765905,0.067049105,0,0,2.159935817,11.54759527,SERPINA11;SERPINB3;SERPINB10;APP;SERPINB4;SERPINA1;SERPINB2;SERPINB13;SERPINE2;AMBP;SERPINE3;SERPINE1;SERPINA10;TFPI2;SERPINB5;AGT;SLPI;SPINK9;WFDC10B;PI3;WFDC13
GO_Molecular_Function_2021,,endopeptidase inhibitor activity (GO:0004866),35/115,0.005030191,0.069810899,0,0,1.756620429,9.296557464,SERPINA11;SERPINB10;APP;SERPINA1;SERPINB13;SERPINE2;SERPINE3;SERPINE1;PZP;SERPINA10;CST5;SMR3A;SPOCK3;TIMP3;SPP2;PI3;TIMP4;WFDC13;SERPINB3;SERPINB4;SPINK1;SERPINB2;AMBP;AHSG;RARRES1;TFPI2;SERPINB5;AGT;SLPI;COL4A3;SPINK9;WFDC10B;BIRC7;LPA;LTF
GO_Molecular_Function_2021,,actin binding (GO:0003779),50/177,0.005121772,0.070134135,0,0,1.582079139,8.344288415,SPEF1;LDB3;SLC6A2;EPS8;TMSB4Y;PHACTR3;MYOZ1;CCR5;MYOZ2;PACRG;SHROOM2;PAWR;COBL;SPTB;MYL4;TMSB15A;MYL2;KCNMA1;PPP1R42;EZR;PRKN;SPTBN4;PLEKHH2;HPCA;CXCR4;NOD2;MEFV;NCALD;ADD2;SCIN;MOBP;CALD1;TNNI2;TNNI3;EPS8L3;MYH10;GBP1;PDLIM4;GSN;DMTN;NOS3;MICAL2;PARVA;CGN;PTK2;MLPH;TRPV4;PIP;FERMT2;CDK5R2
GO_Molecular_Function_2021,,channel activity (GO:0015267),17/46,0.005705698,0.077101999,0,0,2.350567498,12.14371323,CHRNA1;SLC14A1;AQP12B;TRPA1;AQP10;AQP8;AQP9;AQP6;AQP4;AQP1;SCNN1G;P2RX6;ASIC4;TRPV4;TRPM5;STEAP1;PANX3
GO_Molecular_Function_2021,,ammonium transmembrane transporter activity (GO:0008519),6/10,0.006356081,0.082072868,0,0,6.007511267,30.38805383,RHAG;RHCG;RHBG;RHCE;RHD;AQP1
GO_Molecular_Function_2021,,alkane 1-monooxygenase activity (GO:0018685),4/5,0.006712873,0.082072868,0,0,16.01501502,80.13478238,CYP4F2;CYP4A22;CYP4A11;CYP4F12
GO_Molecular_Function_2021,,CCR1 chemokine receptor binding (GO:0031726),4/5,0.006712873,0.082072868,0,0,16.01501502,80.13478238,CCL23;CCL7;CCL4;CCL3
GO_Molecular_Function_2021,,CXCR3 chemokine receptor binding (GO:0048248),4/5,0.006712873,0.082072868,0,0,16.01501502,80.13478238,CXCL10;CXCL11;CXCL13;PF4
GO_Molecular_Function_2021,,endogenous lipid antigen binding (GO:0030883),4/5,0.006712873,0.082072868,0,0,16.01501502,80.13478238,CD1E;CD1C;CD1B;CD1A
GO_Molecular_Function_2021,,exogenous lipid antigen binding (GO:0030884),4/5,0.006712873,0.082072868,0,0,16.01501502,80.13478238,CD1E;CD1C;CD1B;CD1A
GO_Molecular_Function_2021,,leukotriene-B4 20-monooxygenase activity (GO:0050051),4/5,0.006712873,0.082072868,0,0,16.01501502,80.13478238,CYP4F2;CYP4A11;CYP4F11;CYP4F12
GO_Molecular_Function_2021,,melanocortin receptor binding (GO:0031779),4/5,0.006712873,0.082072868,0,0,16.01501502,80.13478238,POMC;MRAP;ASIP;MRAP2
GO_Molecular_Function_2021,,calcium-dependent phospholipase A2 activity (GO:0047498),8/16,0.006981357,0.083417817,0,0,4.006012024,19.88789479,PLA2G2F;PLA2G4F;PLA2G2D;PLA2G4D;PLA2G4E;PLA2G2C;PLA2G3;PLA2G5
GO_Molecular_Function_2021,,BMP receptor binding (GO:0070700),7/13,0.006985328,0.083417817,0,0,4.673094582,23.19697643,BMP4;BMP3;CDH5;BMP2;GDF15;ELAPOR2;BMP5
GO_Molecular_Function_2021,,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315),12/30,0.009443243,0.111473681,0,0,2.671681712,12.45659802,CHRNA1;GABRA2;CHRNB4;GRID2;CHRNA2;CHRNA4;GABRA4;GRIK3;GRIK4;GRIK2;GABRE;GABRG1
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen (GO:0016712)",9/20,0.009946762,0.116083237,0,0,3.277852441,15.11256548,CYP2J2;CYP2C9;CYP2W1;CYP2B6;CYP1A2;CYP1B1;CYP2C19;CYP19A1;CYP2C18
GO_Molecular_Function_2021,,myosin binding (GO:0017022),19/56,0.010211084,0.117274012,0,0,2.059084706,9.439423984,RAB3B;MYLK2;RAB3C;KIRREL1;GSN;MYOC;CXCR4;USH2A;LARP6;NKD2;MLPH;ACTC1;MOBP;RAB25;NPHS1;CALD1;MYL2;MYH8;HAP1
GO_Molecular_Function_2021,,coreceptor activity involved in Wnt signaling pathway (GO:0071936),5/8,0.010391368,0.117274012,0,0,6.673758865,30.47758718,ROR1;GPC4;ROR2;GPC6;LRP6
GO_Molecular_Function_2021,,neurotrophin binding (GO:0043121),5/8,0.010391368,0.117274012,0,0,6.673758865,30.47758718,NTRK1;NGFR;NTRK2;NTRK3;HAP1
GO_Molecular_Function_2021,,frizzled binding (GO:0005109),13/34,0.010805365,0.120395793,0,0,2.481003738,11.2332716,WNT10A;WNT5B;MYOC;WNT3A;WNT5A;WNT8A;WNT9B;WNT7A;WNT9A;LRP6;WNT6;SFRP1;WNT3
GO_Molecular_Function_2021,,anion transmembrane transporter activity (GO:0008509),8/17,0.010902443,0.120395793,0,0,3.560676909,16.08987432,SLC22A3;SLCO2B1;SLCO1B3;SLCO1A2;SLC4A1;SLC17A3;ABCG2;SLC22A11
GO_Molecular_Function_2021,,peptide hormone receptor binding (GO:0051428),7/14,0.011582368,0.124441049,0,0,4.005259204,17.85653226,ADCYAP1;UCN3;UCN2;GHRH;LEP;VIP;GPHA2
GO_Molecular_Function_2021,,carbonate dehydratase activity (GO:0004089),6/11,0.011632269,0.124441049,0,0,4.805708563,21.40449233,CA12;CA1;CA5A;CA4;CA6;CA9
GO_Molecular_Function_2021,,sodium:phosphate symporter activity (GO:0005436),6/11,0.011632269,0.124441049,0,0,4.805708563,21.40449233,SLC34A3;SLC34A2;SLC34A1;SLC17A1;SLC17A2;SLC17A3
GO_Molecular_Function_2021,,metallopeptidase activity (GO:0008237),35/121,0.011763683,0.124549513,0,0,1.633449661,7.256989172,ADAMDEC1;ADAMTS12;ADAMTS10;THSD4;ADAMTS4;ADAMTS15;ADAMTS5;ADAMTS2;ADAMTS3;ADAMTSL5;ADAMTS1;ADAMTS18;ADAMTSL3;MMP28;ADAMTSL2;ADAM23;ADAMTS8;ADAMTS9;MME;ECEL1;ADAM33;ADAM30;MMP8;ADAMTS20;MMP12;ACE2;KEL;MMP16;MEP1A;MMP15;PAPPA;MMP23B;ADAM8;TRABD2B;PAPPA2
GO_Molecular_Function_2021,,gap junction channel activity (GO:0005243),10/24,0.012572368,0.131753282,0,0,2.861797351,12.52395185,GJA1;GJB2;GJD3;GJB4;GJA3;GJA5;GJB6;GJB5;GJE1;PANX3
GO_Molecular_Function_2021,,hormone receptor binding (GO:0051427),9/21,0.014367262,0.147551785,0,0,3.004510148,12.74754499,NPPB;NPPC;ADCYAP1;CSH2;CSH1;GHRH;LEP;VIP;GPHA2
GO_Molecular_Function_2021,,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099529),9/21,0.014367262,0.147551785,0,0,3.004510148,12.74754499,CHRNA1;GABRA2;GRID2;GABRA4;GRIK3;GRIK4;GRIK2;GABRE;GABRG1
GO_Molecular_Function_2021,,sodium ion transmembrane transporter activity (GO:0015081),11/28,0.014800069,0.150491795,0,0,2.592614985,10.92300687,SLC9A2;SLC8A3;SLC12A3;SCNN1G;ASIC4;PKD2L1;KCNK1;SLC9C1;ASIC3;SLC9C2;SLC8A2
GO_Molecular_Function_2021,,potassium ion transmembrane transporter activity (GO:0015079),12/32,0.016639341,0.16263533,0,0,2.404212638,9.847619958,KCNG1;SLC12A3;KCNK7;KCNK10;ABCC8;KCNA1;SLC12A1;ABCC9;KCNK16;KCNK1;AQP1;KCNK4
GO_Molecular_Function_2021,,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway (GO:1904929)",4/6,0.016944479,0.16263533,0,0,8.007007007,32.65107886,ROR1;GPC4;ROR2;GPC6
GO_Molecular_Function_2021,,epinephrine binding (GO:0051379),4/6,0.016944479,0.16263533,0,0,8.007007007,32.65107886,ADRB3;ADRA2C;ADRA2B;ADRA2A
GO_Molecular_Function_2021,,gap junction hemi-channel activity (GO:0055077),4/6,0.016944479,0.16263533,0,0,8.007007007,32.65107886,GJA1;GJA3;GJA5;PANX3
GO_Molecular_Function_2021,,myosin light chain binding (GO:0032027),4/6,0.016944479,0.16263533,0,0,8.007007007,32.65107886,MYLK2;MYOC;MYH8;CXCR4
GO_Molecular_Function_2021,,purine nucleobase transmembrane transporter activity (GO:0005345),4/6,0.016944479,0.16263533,0,0,8.007007007,32.65107886,AQP9;SLC28A2;SLC28A1;SLC28A3
GO_Molecular_Function_2021,,chemorepellent activity (GO:0045499),10/25,0.017269855,0.162716888,0,0,2.670843776,10.84040148,SEMA5A;DPP4;SEMA6B;SEMA5B;EPHA7;SEMA3D;SEMA3A;SEMA6D;SEMA3B;NRG1
GO_Molecular_Function_2021,,wide pore channel activity (GO:0022829),10/25,0.017269855,0.162716888,0,0,2.670843776,10.84040148,GJA1;GJB2;GJD3;GJA3;GJB4;GJA5;GJB6;GJB5;GJE1;PANX3
GO_Molecular_Function_2021,,heparan sulfate sulfotransferase activity (GO:0034483),7/15,0.018019924,0.165236271,0,0,3.50438267,14.07457229,HS3ST3A1;NDST3;HS3ST5;HS3ST4;HS3ST1;HS6ST2;HS6ST3
GO_Molecular_Function_2021,,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008),7/15,0.018019924,0.165236271,0,0,3.50438267,14.07457229,KCNH2;KCNJ5;KCNE1;KCNJ8;KCNQ1;KCNA5;KCNJ2
GO_Molecular_Function_2021,,water transmembrane transporter activity (GO:0005372),7/15,0.018019924,0.165236271,0,0,3.50438267,14.07457229,AQP10;AQP8;AQP9;AQP6;AQP4;SLC5A1;AQP1
GO_Molecular_Function_2021,,calcium-activated potassium channel activity (GO:0015269),6/12,0.019372531,0.170207671,0,0,4.00450676,15.7933708,CCT8L2;KCNMB2;KCNMA1;KCNMB4;KCNN2;PKD2L1
GO_Molecular_Function_2021,,neurexin family protein binding (GO:0042043),6/12,0.019372531,0.170207671,0,0,4.00450676,15.7933708,NLGN1;NLGN2;CPE;SYTL5;SYTL3;SYTL2
GO_Molecular_Function_2021,,transforming growth factor beta-activated receptor activity (GO:0005024),6/12,0.019372531,0.170207671,0,0,4.00450676,15.7933708,ACVRL1;TGFBR3L;BMPR2;BMPR1B;LTBP1;BMPR1A
GO_Molecular_Function_2021,,adenylate cyclase inhibiting G protein-coupled glutamate receptor activity (GO:0001640),5/9,0.01955648,0.170207671,0,0,5.005006258,19.69193975,GRM3;GRM5;GRM4;GRM8;GRIK3
GO_Molecular_Function_2021,,G protein-coupled glutamate receptor activity (GO:0098988),5/9,0.01955648,0.170207671,0,0,5.005006258,19.69193975,GRM3;GRM5;GRM4;GRM8;GRIK3
GO_Molecular_Function_2021,,sodium:chloride symporter activity (GO:0015378),5/9,0.01955648,0.170207671,0,0,5.005006258,19.69193975,SLC12A3;SLC12A1;SLC6A1;SLC6A2;SLC6A3
GO_Molecular_Function_2021,,voltage-gated sodium channel activity (GO:0005248),9/22,0.020081631,0.173309536,0,0,2.773220515,10.83760649,CACNA1I;SCN9A;SCN7A;SCN2A;SCN3A;SCN4B;CACNA1H;CACNA1G;SCN2B
GO_Molecular_Function_2021,,secondary active transmembrane transporter activity (GO:0015291),18/56,0.021711178,0.1858115,0,0,1.898781358,7.27219594,SLC46A2;SLC4A1;SLCO5A1;SLC16A10;SLCO6A1;SLC4A4;SLCO1C1;SLCO1B1;CLCN4;SLCO2B1;SLCO2A1;SLCO1B3;SLCO1A2;SLC28A2;SLC28A1;SLC22A11;SLC28A3;SLC22A9
GO_Molecular_Function_2021,,glutamate receptor activity (GO:0008066),8/19,0.02322157,0.195479937,0,0,2.912916743,10.9603552,GRM3;GRID2;GRM5;GRM4;GRM8;GRIK3;GRIK4;GRIK2
GO_Molecular_Function_2021,,ligand-gated calcium channel activity (GO:0099604),8/19,0.02322157,0.195479937,0,0,2.912916743,10.9603552,RYR1;RYR2;TRPA1;ITPR3;TRPM8;TRPM5;GRIN1;TRPM4
GO_Molecular_Function_2021,,ligand-gated channel activity (GO:0022834),11/30,0.025522884,0.211387115,0,0,2.319417873,8.508041789,GABRB1;CHRNB4;GRID2;CHRNA4;GRIK3;GRIK4;GRIK2;ZACN;GRIA3;GRIN1;CNGB1
GO_Molecular_Function_2021,,neuropeptide receptor activity (GO:0008188),11/30,0.025522884,0.211387115,0,0,2.319417873,8.508041789,NPFFR1;GAL;GALR3;GALR1;KISS1R;PRLHR;SORCS1;SSTR1;MCHR1;SORCS2;SSTR4
GO_Molecular_Function_2021,,transmembrane receptor protein serine/threonine kinase binding (GO:0070696),7/16,0.026605491,0.218590712,0,0,3.114812032,11.29629464,BMP4;BMP3;CDH5;BMP2;GDF15;ELAPOR2;BMP5
GO_Molecular_Function_2021,,protein phosphatase 1 binding (GO:0008157),9/23,0.027267483,0.222251624,0,0,2.574972259,9.275205606,PPP1R16B;SH3RF2;PPP1R3C;KCNQ1;DYNLT4;LILRB1;PPP1R3A;LILRB2;SMTNL2
GO_Molecular_Function_2021,,cell-cell adhesion mediator activity (GO:0098632),14/42,0.029617223,0.23692219,0,0,2.003512293,7.05115963,NTNG1;IZUMO1;MYPN;CNN3;KRT18;TRIM29;PLXNB3;CNTN2;ESAM;STXBP6;PKP3;CNTN4;LRRC4C;DSCAML1
GO_Molecular_Function_2021,,GABA-gated chloride ion channel activity (GO:0022851),6/13,0.029990151,0.23692219,0,0,3.432219758,12.03640433,GABRA2;GABRB2;GABRB1;GABRA4;GABRE;GABRG1
GO_Molecular_Function_2021,,platelet-derived growth factor receptor binding (GO:0005161),6/13,0.029990151,0.23692219,0,0,3.432219758,12.03640433,PDGFRB;PDGFRA;IL1R1;ITGB3;PDGFA;VEGFD
GO_Molecular_Function_2021,,water channel activity (GO:0015250),6/13,0.029990151,0.23692219,0,0,3.432219758,12.03640433,AQP10;AQP8;AQP9;AQP6;AQP4;AQP1
GO_Molecular_Function_2021,,ligand-gated ion channel activity (GO:0015276),11/31,0.032600152,0.244410954,0,0,2.2033091,7.542892836,GABRB1;CHRNB4;GRID2;CHRNA4;GRIK3;GRIK4;GRIK2;ZACN;GRIA3;GRIN1;CNGB1
GO_Molecular_Function_2021,,prostaglandin receptor activity (GO:0004955),5/10,0.032756903,0.244410954,0,0,4.003754693,13.68740225,PTGFR;HPGD;PTGER1;PTGER3;PPARG
GO_Molecular_Function_2021,,protein binding involved in heterotypic cell-cell adhesion (GO:0086080),5/10,0.032756903,0.244410954,0,0,4.003754693,13.68740225,DSP;CXADR;IZUMO1;DSG2;DSC2
GO_Molecular_Function_2021,,symporter activity (GO:0015293),5/10,0.032756903,0.244410954,0,0,4.003754693,13.68740225,SLC46A2;SLC28A2;SLC28A1;SLC4A4;SLC28A3
GO_Molecular_Function_2021,,voltage-gated chloride channel activity (GO:0005247),5/10,0.032756903,0.244410954,0,0,4.003754693,13.68740225,ANO1;CLCN4;CLCNKB;CLCNKA;CLCN1
GO_Molecular_Function_2021,,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity (GO:0008467),4/7,0.033317949,0.244410954,0,0,5.337671004,18.15693673,HS3ST3A1;HS3ST5;HS3ST4;HS3ST1
GO_Molecular_Function_2021,,gamma-aminobutyric acid transmembrane transporter activity (GO:0015185),4/7,0.033317949,0.244410954,0,0,5.337671004,18.15693673,SLC32A1;SLC6A12;SLC6A11;SLC6A1
