Gene_set,Group,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,Cell proliferation & survival,regulation of ERK1 and ERK2 cascade (GO:0070372),81/238,2.44E-07,3.72E-05,0,0,2.085679273,31.7604937,APP;PTPRR;ARHGAP8;IL26;FLT4;HTR2A;TNF;CX3CL1;RPS6KA6;SPRED1;BMPER;KDR;FFAR4;TIMP3;TNFAIP8L3;CCR7;EMILIN1;CCN2;ROS1;PDGFRB;FGB;PDGFRA;EPHA7;LMO3;ADIPOQ;FGG;DUSP29;NPNT;DUSP26;DUSP9;ADCYAP1;OR2AT4;CHI3L1;ROR1;ROR2;EZR;EPHA2;S100A7;CCL14;CCL13;ALOX15;PDGFA;FBLN1;PLA2G5;NOD2;SLC30A10;EGFR;THPO;CCL7;CAMK2N1;ERBB4;CCL4;CCL3;CCL2;CCL1;APOE;CCL19;ALKAL1;CCL18;CCL17;GBP1;CCL15;CCL25;NTRK1;CCL24;NTRK2;CCL23;CCL22;CCL20;NTRK3;DAB2IP;MT3;SCIMP;MARCO;BMP2;WNK2;SPRY1;FERMT2;FGFR2;CCL26;FGF10
GO_Biological_Process_2021,,modulation of chemical synaptic transmission (GO:0050804),45/109,2.93E-07,4.35E-05,0,0,2.83312263,42.61458585,CX3CR1;APP;NLGN1;NLGN2;CLSTN2;CACNA1B;GRIK3;GRIK4;ATP1A2;GRIK2;CPLX2;TNF;CPLX1;CPLX4;SLC8A2;BEGAIN;RIMS2;GRM3;RIMS1;GRM5;GRM4;RELN;CDH2;GRM8;TMEM108;KCNMB4;NPTX1;NPTX2;LRRC4C;DRD2;HCRT;DLGAP2;CACNG5;CHRNB4;GRID2;HOMER1;SYT1;BDNF;ADIPOQ;SNCAIP;NPAS4;SLC8A3;ARC;NMU;DGKI
GO_Biological_Process_2021,,positive regulation of multicellular organismal process (GO:0051240),108/345,3.62E-07,5.07E-05,0,0,1.845616454,27.37466129,KHDC3L;SERPINE1;TNF;IGF1R;NPPB;GJA1;SLN;IL12B;SOX5;GHSR;SLC11A1;FST;ADIPOQ;WNT5A;EBF2;HLA-G;TLE6;EREG;TIAM1;OLFM1;ADCYAP1;KLRF2;PLA2G3;GATA5;TWIST1;MACROH2A2;TERT;NLRP5;ALX1;TRPM8;APOE;HCRT;NKX6-1;PPARGC1A;TRPM4;NIBAN2;CADM1;CAV1;ESRRG;INHBA;COL1A1;BMP4;BMP2;IL6;GDNF;CLEC6A;LHX1;CD28;NOX5;BMPR1B;ODAPH;FERMT2;BMPR1A;ITK;ACHE;BMPR2;IL26;SIX1;OXT;ADRA1D;YBX2;PRL;ADRA1B;GHR;SHH;ACADL;SIX4;FFAR4;IL10;SERPINB3;FGB;FOXD1;NFAM1;ELOVL3;FGG;AVPR1A;KSR2;AXIN2;APOA5;PAX2;ADRA2A;TMIGD2;ADRB3;IFNG;CRH;HAP1;SMTNL2;FOXC1;NLGN1;LRP1;LEF1;UCP1;CXCR4;ALOX12B;IL33;G0S2;FOXJ1;LILRB2;AGT;GATM;FABP4;GHRH;LEP;APOC2;SAA1;IL17F;VIP;FOXA2
GO_Biological_Process_2021,,positive regulation of cation transmembrane transport (GO:1904064),23/41,3.62E-07,5.07E-05,0,0,5.13488671,76.15880711,KCNH2;KCNJ4;KCNJ5;KCNE1;KCNJ6;GABBR1;KCNJ12;STAC;ACTN2;KCNJ15;KCNJ16;AKAP6;ANK2;ANK3;ACE2;GNG2;KCNQ1;KCNMB2;NOS1AP;KCNMA1;KCNMB4;KCNN2;KCNJ2
GO_Biological_Process_2021,,mucosal immune response (GO:0002385),18/28,4.14E-07,5.65E-05,0,0,7.228026118,106.2258403,PIGR;DEFA6;DEFA4;OTUD7B;DEFA3;DEFB1;IFNLR1;DEFA1;RNASE3;RNASE2;IFNL2;BPIFB1;H2BC10;FFAR3;FFAR2;RAB17;CAMP;LTF
GO_Biological_Process_2021,Inflammatory response,inflammatory response (GO:0006954),78/230,4.74E-07,6.19E-05,0,0,2.073566118,30.19507174,CXCL6;ORM1;CXCL8;TNFAIP6;IFNA2;CXCL1;CXCL13;TNF;CX3CL1;CXCL5;IL36A;ADORA1;PROK2;CCR7;CCR5;TNFRSF4;CCR3;PF4V1;SLC11A1;NFAM1;GPR32;ADORA2A;IFNG;AGTR1;CRH;CHI3L1;ADAM8;TLR5;S100A9;S100A8;CCL14;CRP;PTGFR;CCL13;PTGER1;PTGER3;ALOX15;FPR1;CXCR4;ADCY1;MEFV;RELB;HRH1;CCL7;CCL4;CCL3;CCL2;CCL1;CD14;CCL19;CCL18;CCL17;CCL15;CCL25;CCL24;CCL23;PLA2G2D;CCL22;CCL20;IL37;IL36G;PPBP;SELE;CXCL10;CXCL11;BMP2;IL6;CD40LG;KRT16;IL2RA;PTX3;SIGLEC1;ACKR1;IL17D;CDO1;NOX1;CCL26;PF4
GO_Biological_Process_2021,,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),21/36,4.79E-07,6.19E-05,0,0,5.624277457,81.83909227,NLGN1;PCDHB11;CDH9;CDH7;CDH6;SELP;CDH5;CDH20;CDH10;CDH22;PCDHB16;CDH11;CDHR3;CDH12;PCDHB6;PCDHB5;DCHS1;PCDHB4;CDH17;PCDHB9;CDH19
GO_Biological_Process_2021,,cardiac muscle tissue development (GO:0048738),27/53,4.91E-07,6.19E-05,0,0,4.175279289,60.65654323,MYLK2;BMPR2;GATA6;GATA5;CACNA1G;NPPB;CSRP3;GJA1;HEY1;GJA5;HEY2;TBX20;ANKRD1;MSC;ADAMTS9;MSX2;NRG1;TBX18;BMP5;TBX2;BMP4;RBP4;BMP2;ACTC1;GJB6;ZFPM1;BMPR1A
GO_Biological_Process_2021,,positive regulation of protein kinase B signaling (GO:0051897),59/161,6.56E-07,8.03E-05,0,0,2.333393037,33.22065754,SEMA5A;IRS1;IL26;CD80;FGF1;TNF;AREG;CX3CL1;IGF1R;FGF5;FGF8;FGF9;FAM110C;TNFAIP8L3;CCR7;PDGFRB;PDGFRA;MYOC;NRG1;NRG2;EREG;BTC;F7;LCK;CHI3L1;IAPP;ADAM8;MET;TSPYL5;CX3CR1;PDGFA;EGFR;RASD2;THPO;ERBB3;ERBB4;FGF20;CCL3;CCL19;ICOS;FGF23;FGF22;P2RY12;KL;F10;GDF15;TRAT1;IGF2;PTK2;FGF16;EPGN;LIN28A;LEP;FGF18;CD28;FERMT2;FGFR2;FGFR1;FGF10
GO_Biological_Process_2021,,positive regulation of ERK1 and ERK2 cascade (GO:0070374),62/172,6.69E-07,8.03E-05,0,0,2.274297059,32.33490809,APP;ARHGAP8;IL26;FLT4;HTR2A;TNF;CX3CL1;BMPER;KDR;FFAR4;TNFSF11;TNFAIP8L3;CCR7;CCN2;PDGFRB;FGB;PDGFRA;FGG;NPNT;ADCYAP1;OR2AT4;CHI3L1;ROR1;ROR2;S100A7;CCL14;CCL13;ALOX15;PDGFA;PLA2G5;NOD2;SLC30A10;EGFR;THPO;CCL7;ERBB4;CCL4;CCL3;CCL2;CCL1;APOE;ALKAL1;CCL19;CCL18;CCL17;CCL15;CCL25;NTRK1;CCL24;NTRK2;CCL23;CCL22;CCL20;NTRK3;MT3;SCIMP;MARCO;BMP2;FERMT2;FGFR2;FGF10;CCL26
GO_Biological_Process_2021,Cell proliferation & survival,positive regulation of epithelial cell proliferation (GO:0050679),48/123,8.80E-07,9.99E-05,0,0,2.578947368,35.95954008,SEMA5A;YAP1;ZBED9;FOXE3;NRP2;BMPR2;PTPRN;FLT4;ITGB3;REG3G;LAMC1;NOD2;FGF1;CLDN1;AREG;EGFR;THBS4;CDH3;FGF9;AKT3;KDR;PPP1R16B;CCL24;EGR3;OSR1;TNFSF12;WNT5A;GDF2;WNT7A;VEGFD;IGF1;PROX1;PAX2;BMP5;BMP4;MMP12;NR4A1;SFRP1;BMP2;EPGN;NR4A3;JAML;PLXNB3;PRKD1;VIP;FGFR2;FGF10;CCL26
GO_Biological_Process_2021,,organic anion transport (GO:0015711),41/99,8.81E-07,9.99E-05,0,0,2.846512965,39.68619839,SLC22A3;AQP9;HBB;SLC4A1;SLCO5A1;SLCO6A1;SLC4A3;SLC4A4;AQP1;CYB5R2;SLC22A12;SLCO1B1;CA1;CA5A;SLCO2B1;SLCO1B3;CA4;SLC25A41;CA7;CA6;CA9;SLC17A1;SLC22A10;SLC17A3;SLC22A11;CA12;SLC2A14;SLC4A10;SLC52A1;HBA1;CALHM3;SLCO1C1;SLC4A9;SLCO2A1;SLCO1A2;SLC26A7;RHAG;SLC26A9;CFTR;ABCG2;SLC22A9
GO_Biological_Process_2021,,chloride transport (GO:0006821),34/76,8.91E-07,9.99E-05,0,0,3.257282136,45.37664346,GABRB2;GABRB1;CLIC3;SLC1A1;CLCNKB;CLCNKA;SLC4A1;SLC5A1;SLC6A1;CLCN1;GABRR3;GLRA1;GABRR1;GLRA2;GABRE;GABRD;GABRA2;GABRQ;SLC12A3;GABRP;GABRA4;SLC12A1;SLC4A10;ANO7;ANO4;ANO5;ANO2;GABRG1;ANO1;CLCN4;FXYD1;SLC26A7;SLC26A9;CFTR
GO_Biological_Process_2021,,regulation of cytosolic calcium ion concentration (GO:0051480),55/148,9.29E-07,0.000101867,0,0,2.384630061,33.12002541,GLP1R;RYR1;RYR2;ADRA1D;CXCL13;ADRA1B;SLC8A2;CALB2;SCGN;EDNRA;C1QTNF1;PROK2;CCR8;CCR7;FFAR1;CCR6;CCR5;CCR3;PDGFRA;TRPC6;TRPC3;TRPC4;GPR32;WNT5A;ADCYAP1;AGTR1;IAPP;CX3CR1;PTGFR;CALCA;CALCB;PTGER1;PTGER3;LPAR1;FPR1;CXCR4;LPAR3;ITPR3;ATP1A2;CACNA1C;ADCY5;CXCR1;S1PR3;CCL1;DRD2;TRPM4;CAV2;CAV1;FZD9;ATP2B3;HCRTR1;TRPV4;HRC;SAA1;CD24
GO_Biological_Process_2021,,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),30/64,1.15E-06,0.000123663,0,0,3.548525708,48.52098907,CXCL6;PGLYRP4;CCL13;CXCL8;REG1B;CXCL1;DEFB1;REG3G;CXCL13;CXCL14;CXCL5;RNASE7;S100A12;CAMP;PF4V1;DEFA6;DEFA4;DEFA3;RNASE3;DEFA1;PPBP;CXCL10;CXCL11;H2BC10;SEMG1;S100A9;S100A7;LTF;PF4;GALP
GO_Biological_Process_2021,,bicarbonate transport (GO:0015701),20/35,1.42E-06,0.000148713,0,0,5.355108878,72.12286263,CA12;SLC4A10;HBB;SLC4A1;HBA1;SLC4A3;SLC4A4;AQP1;CYB5R2;CA1;SLC4A9;CA5A;CA4;CA7;CA6;SLC26A7;CA9;RHAG;SLC26A9;CFTR
GO_Biological_Process_2021,,positive regulation of potassium ion transport (GO:0043268),21/38,1.63E-06,0.000167863,0,0,4.961976849,66.12479346,KCNH2;KCNJ4;KCNJ5;KCNE1;KCNJ6;GABBR1;KCNJ12;ACTN2;KCNJ15;KCNJ16;AKAP6;ANK2;ADRA2A;GNG2;KCNQ1;KCNMB2;NOS1AP;KCNMA1;KCNMB4;KCNN2;KCNJ2
GO_Biological_Process_2021,Cell differentiation,negative regulation of cell differentiation (GO:0045596),66/191,1.67E-06,0.000168709,0,0,2.130655821,28.33999867,FOXA1;ITGB3;TCF23;RORB;TNF;SOX2;SHH;SPRED1;EFEMP1;HEY1;TNN;SIX3;ENPP1;ANKRD2;NKX3-2;ADGRV1;OSR1;WNT5A;ADIPOQ;WNT9A;IL17RD;GREM1;DISP3;SFRP1;SFRP2;IFNG;PPARG;HOXB8;ZFPM1;TRIB2;YAP1;CRP;TWIST2;CHRD;TWIST1;DTX1;ADAMTS12;DLL1;EGFR;NKX2-1;HES1;FGF23;XDH;HES5;TRPM4;RUNX1T1;GDF10;CAV1;PTCH1;IGF2;DAB2IP;GDF5;USH2A;TBX3;SMAD7;BMP5;NFKBIA;BMP4;IL6;COL5A1;H1-8;SPRY1;CNTN4;FERMT2;MIXL1;FOXA2
GO_Biological_Process_2021,,positive regulation of potassium ion transmembrane transport (GO:1901381),23/44,1.92E-06,0.000183597,0,0,4.400505286,57.92147909,KCNH2;KCNJ4;KCNJ5;KCNE1;KCNJ6;GABBR1;KCNJ12;ACTN2;KCNJ15;KCNJ16;AKAP6;ANK2;ATP1B2;GNG2;KCNQ1;WNK2;KCNMB2;NOS1AP;KCNMA1;WNK3;KCNMB4;KCNN2;KCNJ2
GO_Biological_Process_2021,,axon guidance (GO:0007411),69/203,1.93E-06,0.000183597,0,0,2.078302206,27.34678023,ROBO2;SEMA5A;SEMA5B;NRP2;MYPN;GLI2;ROBO1;SHH;KIF5C;KIF5A;TNR;NRTN;EPHB3;SEMA6B;EPHA7;UNC5A;EPHA8;DCC;SEMA6D;WNT5A;GFRA1;GFRA3;SPTB;ENAH;TMEFF1;DOK5;ANOS1;EZR;DSCAML1;EPHA2;RNF165;GRB7;SPTBN4;NOTCH3;SHC3;EPHA10;LAMA2;SEMA3D;NRXN1;SEMA3A;LAMA3;SEMA3B;NRXN3;CXCR4;NTN3;SPTA1;EFNB2;RELN;GPC1;PLXNA2;SLIT1;SLIT3;PLCG1;SLIT2;PLXNA4;NIBAN2;BDNF;L1CAM;PTK2;CXCL12;EFNA2;DAB1;GDNF;ARTN;NFIB;LHX1;PLXNB3;CNTN2;CNTN4
GO_Biological_Process_2021,Angiogenesis,regulation of angiogenesis (GO:0045765),69/203,1.93E-06,0.000183597,0,0,2.078302206,27.34678023,SEMA5A;CXCL8;FLT1;SERPINE1;PRL;CXCL13;FGF1;TSPAN12;AQP1;NPPB;CDH5;SPRED1;BMPER;ADGRA2;ADAMTS1;KDR;CYP1B1;PROK2;EMILIN1;PROK1;CCR3;PPP1R16B;PTGIS;ANXA3;KRT1;WNT5A;HLA-G;DCN;CLDN5;SFRP1;SFRP2;TMIGD2;TNMD;ADGRB1;RHOJ;COL4A3;APLNR;CHI3L1;PPARG;PRKD1;EPHA2;FOXC1;RAMP2;GATA6;ECSCR;TWIST1;THBS2;THBS4;ALOX5;HMOX1;PLCG1;SASH1;NIBAN2;NOS3;TNFSF12;GDF2;DAB2IP;HMGA2;VEGFD;SULF1;SMOC2;CXCL10;FGF16;IL6;LEP;FGF18;RLN2;IL17F;PF4
GO_Biological_Process_2021,,chloride transmembrane transport (GO:1902476),25/50,2.02E-06,0.000189068,0,0,4.018867925,52.6880646,GABRB2;GABRB1;SLC1A1;SLC5A1;SLC6A1;CLCN1;GABRR3;GLRA1;GABRR1;GLRA2;GABRE;GABRD;GABRA2;GABRQ;SLC12A3;GABRP;GABRA4;SLC12A1;ANO7;ANO4;ANO5;ANO2;GABRG1;ANO1;CFTR
GO_Biological_Process_2021,,regulation of endothelial cell proliferation (GO:0001936),38/92,2.36E-06,0.000216351,0,0,2.832220913,36.69717501,ACVRL1;SEMA5A;NRP2;BMPR2;FLT4;ITGB3;PRL;FUT1;THBS4;ALOX5;AKT3;ATOH8;KDR;APOE;XDH;PPP1R16B;CCL24;EGR3;CAV2;CAV1;TNFSF12;WNT5A;GDF2;VEGFD;PROX1;NR2F2;SULF1;BMP4;FGF16;NR4A1;BMP2;TNMD;LEP;FGF18;PLXNB3;PRKD1;VIP;CCL26
GO_Biological_Process_2021,Cell differentiation,positive regulation of cell differentiation (GO:0045597),82/258,4.62E-06,0.000416327,0,0,1.881711448,23.11578021,ACVRL1;CSF2;BMPR2;CSF1;ADIRF;TMEM100;GJA1;FGF8;CDH2;BOC;KDR;FFAR4;CCN4;NRCAM;CCN2;TP63;SOX5;SERPINB3;TCF15;LMO3;IGFBP3;AXIN2;NPNT;ADRA2C;ADRA2B;PAX2;AR;TIAM1;OLFM1;SFRP1;GPRC5B;SFRP2;AGTR1;PPARG;PRKD1;CDH15;RIN2;NBL1;RBM24;LTF;CDS1;YAP1;FBN2;FOXC1;PKDCC;LEF1;TACSTD2;PLA2G3;GATA5;TWIST1;PLA2G5;BRINP2;FRZB;GPC1;SMYD1;ALX1;CTNNA2;APOB;TRPM4;RARRES2;GDF3;IGF1;GDF6;GDF5;ALOX15B;FOXN1;AGT;COL1A1;BMP4;BMP2;IL6;GDNF;VWC2;ASB4;CAMK1;SP7;BMPR1B;NEUROG1;FERMT2;PF4;FGFR1;BMPR1A
GO_Biological_Process_2021,Cell differentiation,dorsal/ventral pattern formation (GO:0009953),15/24,6.56E-06,0.000580657,0,0,6.687996654,79.81492888,ACVRL1;PTCH1;GLI2;GREM1;SFRP1;SHH;FGF8;LHX1;SIX3;TBX20;LMX1B;BMPR1B;NBL1;DSCAML1;BMPR1A
GO_Biological_Process_2021,Cell proliferation & survival,positive regulation of cell population proliferation (GO:0008284),134/474,7.81E-06,0.000679137,0,0,1.596451721,18.77427282,PID1;CSF2;CSF1;EPO;IRS1;REG1B;SIRPG;IL5RA;FGF1;TNF;AQP1;IGF1R;FGF5;GJA1;TCL1A;FGF8;FGF9;CHP2;KDR;PROK2;CCN4;PROK1;PDGFRB;PDGFRA;OSR1;WNT5A;LIFR;NCCRP1;POU3F3;EREG;BTC;AR;CLDN5;DISP3;TIAM1;SFRP1;SFRP2;TSPYL5;PTGFR;ZBED9;CHRD;PDGFA;REG3G;EFNB2;DPP4;TERT;THPO;FGF20;HMOX1;FGF23;ELANE;FGF22;TRPM4;EGR4;WNT3A;FZD9;IGF2;HMGA2;IGF1;PTK2;BMP5;BMP4;MLXIPL;FGF16;IL3;BMP2;IL6;NR4A3;GDNF;IL7;FGF18;IL7R;NOX1;FGFR2;FGFR1;FGF10;BMPR1A;BMP10;FLT1;BNC1;FLT4;ADRA1D;PRL;LAMC1;GLI1;AREG;CX3CL1;CXCL5;SHH;ESM1;SIX2;NKX3-1;INSL4;SERPINB3;FSHB;GLP2R;NRG1;AVPR1A;PROX1;PAX2;ADRA2A;DYNAP;GREM1;IFNG;CEACAM6;SHANK2;LTF;CCL14;YAP1;LEF1;NOD2;DLL1;EGFR;RASSF10;RAB25;ERBB3;ERBB4;TBX20;HES1;S1PR3;HES5;NTRK2;NTRK3;VEGFD;MEIS3;MAPK15;AGT;TBX3;TBX2;EPGN;CLCF1;GHRH;VIP;CRLF2
GO_Biological_Process_2021,,defense response to Gram-negative bacterium (GO:0050829),31/73,9.98E-06,0.000852916,0,0,2.967630086,34.17246247,FCN2;IL23R;SERPINE1;DEFB1;AQP1;DMBT1;PRB3;RNASE8;RNASE7;IL12B;CAMP;ELANE;CHGA;DEFA6;SLC11A1;RARRES2;DEFA4;DEFA3;RNASE3;DEFA1;RNASE2;DEFB132;MPEG1;SELP;IL6;NLRP10;ADGRB1;BPI;S100A7;LTF;GALP
GO_Biological_Process_2021,,neuron projection morphogenesis (GO:0048812),50/140,1.04E-05,0.00087223,0,0,2.23769339,25.6794756,APP;CTNND2;TNN;NRCAM;NEFH;MNX1;EPHB3;ZNF365;DCC;ANK3;PAX2;ISL2;ARC;CTTN;PARD3;ADGRB1;TNIK;NBL1;DSCAML1;SHANK1;GPM6A;SPTBN4;BRSK2;NLGN1;NYAP1;SDC2;NYAP2;SLITRK2;FLRT3;MAP2;SLITRK1;SLITRK4;EPB41L3;SLITRK6;MAP6;SLITRK5;APBB1;CTNNA2;DRD2;PACSIN1;NTNG1;BDNF;DAB2IP;DCDC2;WNT7A;POU4F1;DCLK1;MYO16;CNTN4;FGFR2
GO_Biological_Process_2021,,potassium ion transport (GO:0006813),45/122,1.09E-05,0.000904054,0,0,2.352882263,26.87815918,KCNG1;SLC24A2;KCNE1;KCNK7;LRRC38;KCNC3;KCNA1;KCNA3;KCNA4;PKD2L1;ATP1A2;KCNA5;KCNA6;KCNA7;SLC9C1;SLC9C2;AQP1;KCNV1;KCNMB2;KCNMB4;KCNN2;KCNJ2;KCNH2;KCNJ4;LRRC26;KCNJ5;KCNJ6;KCNH6;KCNK10;KCNJ8;ABCC8;KCNJ12;KCNK13;KCNJ15;KCNJ16;KCNK16;ABCC9;SLC9A2;KCNQ1;KCNS3;KCNQ2;KCNMA1;KCNQ3;KCNK1;KCNK4
GO_Biological_Process_2021,,central nervous system development (GO:0007417),83/268,1.22E-05,0.000990627,0,0,1.811431805,20.49779057,VIT;ROBO2;SH3GL3;PPP1R17;SCT;NCAN;AFF2;DMBX1;RPS6KA6;SHH;CDH2;ZIC2;ADGRA2;DNER;ZIC1;SIX3;NRCAM;MNX1;SH3GL2;CHST8;SEMA6B;VCX3B;EPHA7;EMX2;PROP1;SLC6A17;SHROOM2;PROX1;EML1;ECRG4;POU3F3;VCAN;ADORA2A;DDIT4;MAL;TAGLN3;HAP1;DSCAML1;PRKN;CX3CR1;C1QA;MYRF;AMIGO3;AMIGO2;CXCR4;VCX;MACROH2A2;PCDH18;DLL1;ACAN;SNTG2;RELN;ATXN1;SCIN;ADAM23;NKX2-1;NOTO;APOD;NPTX1;TPPP;ASIC2;HES5;ARNT2;GSN;GSX1;MOG;PTCH1;POU6F2;SCTR;FOXJ1;SMARCA1;MEIS3;VAX2;GRHL2;DCLK1;TBX3;GRIN1;SLC8A3;MARCKS;NFIB;CNTN4;ADGRL2;ADGRL3
GO_Biological_Process_2021,,regulation of heart rate by cardiac conduction (GO:0086091),20/39,1.31E-05,0.001037047,0,0,4.226659614,47.53141717,DSP;KCNH2;KCNJ5;CAMK2D;KCNE1;KCNH6;CACNA2D1;CAV1;KCNA5;ANK2;CACNA1C;CACNA1G;KCNQ1;CTNNA3;DSG2;SCN4B;KCNJ2;DSC2;TRPM4;SCN2B
GO_Biological_Process_2021,,regulation of cardiac muscle cell action potential (GO:0098901),15/25,1.34E-05,0.001037047,0,0,6.018820577,67.54769925,DSP;RYR2;CAMK2D;CXADR;CAV1;ANK2;CACNA1C;TBX18;GJA5;NOS1AP;CTNNA3;DSG2;FGF13;DSC2;TRPM4
GO_Biological_Process_2021,,regulation of dopamine secretion (GO:0014059),15/25,1.34E-05,0.001037047,0,0,6.018820577,67.54769925,PRKN;SYT5;SYT4;SYT3;SYT1;CHRNA4;SYT9;SYT8;SYT7;SYT6;GDNF;SYT12;SYT10;FGF20;DRD2
GO_Biological_Process_2021,Signaling,phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),33/81,1.50E-05,0.001149552,0,0,2.7645576,30.69898656,CHRM2;CX3CR1;CALCA;PTGER3;FPR1;LPAR1;GPR20;ADRA1D;PTH1R;HTR2A;ADRA1B;GRM5;HRH1;DRD2;TGM2;DRD5;P2RY12;GPR17;LHCGR;P2RY10;HOMER1;ACTN2;GPR32;OPRK1;GPR4;NMBR;ADRA2A;AGT;TRHR;ANO1;LPAR6;AGTR1;VIP
GO_Biological_Process_2021,,regulation of protein kinase B signaling (GO:0051896),67/207,1.71E-05,0.001290227,0,0,1.929860884,21.17829441,SEMA5A;IL26;IRS1;CD80;FGF1;AREG;TNF;CX3CL1;IGF1R;FGF5;FGF8;FGF9;FAM110C;TNFAIP8L3;CCR7;PDGFRB;PDGFRA;MYOC;NRG1;NRG2;HLA-G;EREG;BTC;F7;LCK;CHI3L1;IAPP;ADAM8;MET;EPHA2;TSPYL5;CX3CR1;PDGFA;TPTE;EGFR;RASD2;THPO;ERBB3;ERBB4;FGF20;CCL3;CCL19;ICOS;DRD2;XDH;FGF23;FGF22;P2RY12;NTRK1;KL;NTRK2;F10;GDF15;TRAT1;NTRK3;IGF2;PTK2;FGF16;EPGN;LIN28A;LEP;FGF18;CD28;FERMT2;FGFR2;FGFR1;FGF10
GO_Biological_Process_2021,,enzyme linked receptor protein signaling pathway (GO:0007167),49/140,2.35E-05,0.001742482,0,0,2.168156066,23.10971076,ALK;BMPR2;FLT1;CSF1;FLT4;CD3E;IGF1R;PTPRG;NPPB;NPPC;KDR;ROS1;EPHB3;PDGFRB;PDGFRA;EPHA7;MUSK;EPHA8;INSRR;LIFR;ZAP70;LCK;ROR1;ROR2;MET;EPHA2;BLK;GUCY2C;SHC2;SHC3;EPHA10;GUCY2F;EGFR;EFS;ERBB3;ERBB4;NTRK1;NTRK2;SRMS;BDNF;NTRK3;PTK2;PTPRD;CD7;CLNK;FGFR2;FRK;BCAR1;FGFR1
GO_Biological_Process_2021,,cell-cell junction assembly (GO:0007043),28/66,2.70E-05,0.001942094,0,0,2.961096094,31.14670184,PATJ;RAMP2;CTNND2;CDH9;CDH7;CDH6;CDH5;GJA1;CDH2;CDH20;GJA5;CDH22;EPB41L3;LIM2;SMAD7;CLDN11;CLDN5;GJB2;GJD3;CDH10;TRPV4;GJB6;CDH11;CDHR3;CDH12;DCHS1;PKP3;CDH19
GO_Biological_Process_2021,Cell differentiation,embryonic organ development (GO:0048568),28/66,2.70E-05,0.001942094,0,0,2.961096094,31.14670184,CXCL8;PKDCC;FOXE1;COL13A1;PDGFA;TNF;GLI2;RNF112;TPO;FGF8;HEY1;SOX18;HEY2;KDR;TEAD1;TEAD4;RARRES2;COBL;TBX4;TBX2;IL3;RBP4;COL2A1;GDNF;TAL1;ZFPM1;FGFR2;BMPR1A
GO_Biological_Process_2021,,regulation of inflammatory response to antigenic stimulus (GO:0002861),48/137,2.75E-05,0.001942094,0,0,2.171359687,22.80602507,GLP1R;CALCA;RAMP2;VIPR2;CALCRL;CALCB;SCT;GIPR;LHB;GPR20;CD3G;PTH1R;ADCY1;HTR4;RXFP1;CRHR1;ADCY5;MC4R;CYSLTR2;GNG2;PRKACG;GPR150;PLCG1;GPHA2;TSHB;DRD5;IL10;LHCGR;CD163;PLA2G2D;FSHB;GPR32;GLP2R;SCTR;TAAR1;POMC;ADCYAP1;IL6;ADORA2A;ADRB3;GHRH;MC5R;RLN2;CRH;IAPP;AVP;CD247;VIP
GO_Biological_Process_2021,,sodium ion transport (GO:0006814),35/90,2.77E-05,0.001942094,0,0,2.559096641,26.85280222,SLC24A2;PKD2L1;ATP1A2;SLC5A1;SLC6A1;SLC4A4;SLC6A2;SLC6A3;SLC8A2;ASIC4;ASIC5;SCN9A;SCN7A;ASIC2;SCN3A;ASIC3;SLC17A2;SLC17A3;ASIC1;SLC34A3;SLC12A3;SLC6A19;SLC6A17;SLC12A1;SLC6A12;SLC6A11;SLC8A3;SCNN1G;SLC6A7;SLC6A8;KCNK1;FGF13;SCN2A;SCN4B;SCN2B
GO_Biological_Process_2021,,neuropeptide signaling pathway (GO:0007218),27/63,3.01E-05,0.002076801,0,0,3.013591744,31.37819116,NXPH4;NTS;MCHR1;MCHR2;NPPB;GLRA1;GLRA2;CYSLTR2;GALR3;NPY;GALR1;PENK;NPBWR2;KISS1R;UTS2R;OPRK1;SORCS1;SSTR1;SORCS2;SSTR4;HCRTR1;ADCYAP1;PYY;GAL;NMU;PNOC;CPE
GO_Biological_Process_2021,,regulation of synapse assembly (GO:0051963),22/47,3.12E-05,0.002125885,0,0,3.533936652,36.66550659,ROBO2;APP;NLGN1;GRID2;NLGN2;CLSTN2;MUSK;WNT3A;BDNF;NRXN1;WNT7A;PTPRD;LRFN5;CUX2;SLITRK2;SLITRK1;SLIT1;SYNDIG1;GPC4;RAB17;GPC6;EPHB3
GO_Biological_Process_2021,,kidney development (GO:0001822),29/70,3.35E-05,0.002250695,0,0,2.842627341,29.29266278,ROBO2;FOXC1;CYP4A22;PCSK9;SIX1;GLI2;SHH;FGF8;SIX2;TFAP2A;MME;WFS1;OSR1;CYP4A11;HNF1B;PROX1;SULF1;GDF6;PAX2;AGT;SULF2;PYGO1;BMP4;GDNF;LHX1;ITGA8;AGTR1;REN;FGF10
